name	N	gender	type
Merivaara	41		L
Metsämaa	41		L
Mills	41		L
Mokki	41		L
Mosorin	41		L
Mäki-Jussila	41		L
Mäki-Korpela	41		L
Mäkivuoti	41		L
Narkaus	41		L
Nevasalmi	41		L
Niinikorpi	41		L
Norolahti	41		L
Nukki	41		L
Nuorti	41		L
Nuuja	41		L
Nyländen	41		L
Ohralahti	41		L
Okkeri	41		L
Okkolin	41		L
Oravamäki	41		L
Orivuori	41		L
Osenius	41		L
Otronen	41		L
Paajaste	41		L
Paappa	41		L
Paulanto	41		L
Pavlov	41		L
Pavlova	41		L
Peiju	41		L
Pentinlehto	41		L
Perheentupa	41		L
Perukangas	41		L
Petjala	41		L
Piekiäinen	41		L
Pietari	41		L
Pitkäniitty	41		L
Pohjaniemi	41		L
Pohjosmäki	41		L
Polsa	41		L
Porokuokka	41		L
Puhilas	41		L
Pulkamo	41		L
Puntalo	41		L
Pässilä	41		L
Raippalinna	41		L
Raumala	41		L
Rautakoura	41		L
Reed	41		L
Reenkola	41		L
Reimari	41		L
Reiniö	41		L
Ribacka	41		L
Riionheimo	41		L
Roito	41		L
Ruonela	41		L
Ryöti	41		L
Räike	41		L
Rönkkä	41		L
Saarentola	41		L
Safi	41		L
Salokanto	41		L
Salosaari	41		L
Saltiola	41		L
Samsten	41		L
Sandkulla	41		L
Sarenius	41		L
Sarjala	41		L
Savuoja	41		L
Seitaniemi	41		L
Semeri	41		L
Sevänen	41		L
Sierla	41		L
Sihlman	41		L
Siltaoja	41		L
Silvanto	41		L
Simos	41		L
Sjökvist	41		L
Soldan	41		L
Sood	41		L
Soranummi	41		L
Sorva	41		L
Soukainen	41		L
Suuntala	41		L
Syväterä	41		L
Säynätmäki	41		L
Talaskivi	41		L
Tamm	41		L
Taubert	41		L
Taupila	41		L
Tervapuro	41		L
Teurokoski	41		L
Tinell	41		L
Tirinen	41		L
Torila	41		L
Torn	41		L
Torppala	41		L
Tsurkka	41		L
Tuuliniemi	41		L
Työlahti	41		L
Uusisalo	41		L
Vahos	41		L
Valenius	41		L
Valkosalo	41		L
Waller	41		L
Valmu	41		L
Varajärvi	41		L
Varttila	41		L
Wedman	41		L
Veid	41		L
Wenman	41		L
Veromaa	41		L
Vidberg	41		L
Vihtalahti	41		L
Wikar	41		L
Virronen	41		L
Vitikkala	41		L
Vuorensivu	41		L
Yliharju	41		L
Yli-Kyyny	41		L
Ylipelto	41		L
Ylipää	41		L
Ylitörmänen	41		L
Åkers	41		L
Ääritalo	41		L
Adel	40		L
Ahnger	40		L
Ala-Harja	40		L
Alaharju	40		L
Ala-Keturi	40		L
Alakylä	40		L
Ala-Tuuhonen	40		L
Almi	40		L
Altun	40		L
Antosalo	40		L
Bakir	40		L
Björkvik	40		L
Björni	40		L
Borman	40		L
Brooks	40		L
Brådd	40		L
Creutz	40		L
Davidson	40		L
Doepel	40		L
Elliott	40		L
En	40		L
Enestam	40		L
Fisher	40		L
Forsstén	40		L
Frusti	40		L
Fälden	40		L
Glan	40		L
Glans	40		L
Granbäck	40		L
Grefberg	40		L
Gromoff	40		L
Grundsten	40		L
Grundvall	40		L
Grünn	40		L
Habib	40		L
Hakkinen	40		L
Hamad	40		L
Hanikka	40		L
Hartwall	40		L
Hauta-Heikkilä	40		L
Havila	40		L
Helli	40		L
Hellstrand	40		L
Helperi	40		L
Hepolehto	40		L
Heritty	40		L
Hirsjärvi	40		L
Hodzic	40		L
Honkoliini	40		L
Hosiaisluoma	40		L
Huhtaviita	40		L
Huikkola	40		L
Huitu	40		L
Huokuna	40		L
Hyrkkö	40		L
Ikkelä	40		L
Iskulehto	40		L
Jokitie	40		L
Jortama	40		L
Junkkonen	40		L
Juvala	40		L
Järlström	40		L
Kaislasuo	40		L
Kalaniemi	40		L
Kankimäki	40		L
Kantalainen	40		L
Kanula	40		L
Kassila	40		L
Katalkin	40		L
Kavakka	40		L
Kelavuori	40		L
Keskimaula	40		L
Kivirauma	40		L
Knip	40		L
Knutars	40		L
Kokemäki	40		L
Kokljuschkin	40		L
Kontteli	40		L
Kopalainen	40		L
Kopio	40		L
Korbelainen	40		L
Korpitie	40		L
Korppas	40		L
Korsbäck	40		L
Kostekivi	40		L
Kotikoski	40		L
Kotokorpi	40		L
Kovapohja	40		L
Kunnasmäki	40		L
Kurkisuo	40		L
Kurkola	40		L
Kurtto	40		L
Kuusenoja	40		L
Kuuttila	40		L
Käkilehto	40		L
Lahdensalo	40		L
Lahenius	40		L
Lahokoski	40		L
Latvamäki	40		L
Lehosmaa	40		L
Lehrbäck	40		L
Lehtikevari	40		L
Lehtokari	40		L
Leikkanen	40		L
Leimio	40		L
Leppäjoki	40		L
Leuku	40		L
Liipola	40		L
Lillhonga	40		L
Linnapuomi	40		L
Lintuvuori	40		L
Ljungkvist	40		L
Luomapuro	40		L
Läntelä	40		L
Läylönen	40		L
Löfhjelm	40		L
Löfholm	40		L
Mahmud	40		L
Mankila	40		L
Mannerkorpi	40		L
Mansour	40		L
May	40		L
Murray	40		L
Muurikka	40		L
Myrskyranta	40		L
Mäkimarttunen	40		L
Mäki-Rajala	40		L
Nepponen	40		L
Neziri	40		L
Niikkonen	40		L
Nore	40		L
Norontaus	40		L
Norrholm	40		L
Nurmo	40		L
Ohinmaa	40		L
Ohlis	40		L
Olkoniemi	40		L
Ounila	40		L
Ouvinen	40		L
Palletvuori	40		L
Parker	40		L
Pelho	40		L
Peljo	40		L
Petro	40		L
Peuraharju	40		L
Peuramäki	40		L
Piiri	40		L
Piminäinen	40		L
Puirava	40		L
Putkivaara	40		L
Pykälä-Aho	40		L
Pänttönen	40		L
Raikaslehto	40		L
Rajaviita	40		L
Randen	40		L
Rankaviita	40		L
Rannanmäki	40		L
Rantahakala	40		L
Rantatulkkila	40		L
Rapi	40		L
Rassa	40		L
Raveala	40		L
Reijula	40		L
Rihtniemi	40		L
Rinta-Möykky	40		L
Rinta-Paavola	40		L
Rinta-Säntti	40		L
Ristioja	40		L
Ritalahti	40		L
Ritokoski	40		L
Routama	40		L
Rätti	40		L
Rögård	40		L
Saalamo	40		L
Sairo	40		L
Samppa	40		L
Scheiman	40		L
Seikku	40		L
Selén	40		L
Silonsaari	40		L
Silvala	40		L
Sinettä	40		L
Skrabb	40		L
Skullbacka	40		L
Sokolov	40		L
Soltin	40		L
Sonkki	40		L
Sonkkila	40		L
Staaf	40		L
Stein	40		L
Stepanova	40		L
Stockus	40		L
Suittio	40		L
Suur-Hamari	40		L
Suuripää	40		L
Syväsalmi	40		L
Takkala	40		L
Tammenpää	40		L
Tanhuala	40		L
Telinkangas	40		L
Tenhula	40		L
Tomukorpi	40		L
Träskbäck	40		L
Tuohinto	40		L
Tursas	40		L
Ulfstedt	40		L
Ullakonoja	40		L
Unelius	40		L
Urkko	40		L
Uusisalmi	40		L
Vaahtio	40		L
Vaajoensuu	40		L
Wackström	40		L
Vaenerberg	40		L
Vahtikari	40		L
Vainionperä	40		L
Valla	40		L
Vanhakylä	40		L
Vantola	40		L
Varma	40		L
Vaskuri	40		L
Vehma	40		L
Vehmaskangas	40		L
Venetvaara	40		L
Vessonen	40		L
Vestu	40		L
Viitalahti	40		L
Virmalainen	40		L
Virnala	40		L
Votkin	40		L
Vähäjärvi	40		L
Väike	40		L
Välkkynen	40		L
Ylijoutsijärvi	40		L
Yli-Piipari	40		L
Yli-Pyky	40		L
Yli-Savola	40		L
Zheng	40		L
Åback	40		L
Aarrekangas	39		L
Ahopalo	39		L
Airiainen	39		L
Aktas	39		L
Ala-Kojola	39		L
Ala-Kurikka	39		L
Alakylmänen	39		L
Alakörkkö	39		L
Ala-Nikula	39		L
Alaperä	39		L
Antinniemi	39		L
Apuli	39		L
Arala	39		L
Asujamaa	39		L
Auravuo	39		L
Berglind	39		L
Blad	39		L
Busi	39		L
Can	39		L
Coleman	39		L
Djupsund	39		L
Elola	39		L
Fazliu	39		L
Fogelström	39		L
Genberg	39		L
Graeffe	39		L
Griffin	39		L
Gåsman	39		L
Hakalehto	39		L
Hakosalo	39		L
Harell	39		L
Hellevuo	39		L
Hirva	39		L
Hjulgren	39		L
Hovikorpi	39		L
Huumarkangas	39		L
Hömmö	39		L
Ilvesaho	39		L
Itälinna	39		L
Itävuori	39		L
Jakosuo	39		L
Jakunaho	39		L
Jatta	39		L
Jernmark	39		L
Jokipolvi	39		L
Juvenius	39		L
Jyläskoski	39		L
Kaketti	39		L
Kalkela	39		L
Kangasmetsä	39		L
Kannonlahti	39		L
Kartastenpää	39		L
Katajalehto	39		L
Keloneva	39		L
Keltakangas	39		L
Keskilammi	39		L
Keskimaunu	39		L
Keski-Säntti	39		L
Keskivinkka	39		L
Kirvesmies	39		L
Konki	39		L
Konstari	39		L
Konster	39		L
Kormilainen	39		L
Korppoo	39		L
Koskenlahti	39		L
Koutuaniemi	39		L
Krautsuk	39		L
Kronvall	39		L
Kulokorpi	39		L
Kumanto	39		L
Kunnaala	39		L
Kuokkala	39		L
Kupulisoja	39		L
Kuuru	39		L
Kylävainio	39		L
Kytövaara	39		L
Känä	39		L
Kärkölä	39		L
Köninki	39		L
Könkkölä	39		L
Laaka	39		L
Lahtimaa	39		L
Lambacka	39		L
Lampa	39		L
Landgren	39		L
Langinen	39		L
Lantiainen	39		L
Lastula	39		L
Latva-Käyrä	39		L
Latva-Rasku	39		L
Lautamaja	39		L
Lautjärvi	39		L
Lauttajärvi	39		L
Leväjärvi	39		L
Leväsluoto	39		L
Linnankoski	39		L
Lohikainen	39		L
Louhikoski	39		L
Lummaa	39		L
Lundkvist	39		L
Luotio	39		L
Lällä	39		L
Lönnholm	39		L
Majlander	39		L
Malkakorpi	39		L
Mannerström	39		L
Marjola	39		L
Martins	39		L
Marttila-Tornio	39		L
Masar	39		L
Metsokumpu	39		L
Myllyntausta	39		L
Myllyselkä	39		L
Mäki-Heikkilä	39		L
Mäki-Jaakkola	39		L
Mäntsälä	39		L
Märkjärvi	39		L
Mätinki	39		L
Naalisvaara	39		L
Niittumaa	39		L
Nurmikoski	39		L
Nässling	39		L
Ohlsson	39		L
Olshin	39		L
Onjukka	39		L
Osma	39		L
Paalavuo	39		L
Pajusalo	39		L
Palohuhta	39		L
Paltemaa	39		L
Papula	39		L
Perhovaara	39		L
Perkkola	39		L
Perovuo	39		L
Piilikangas	39		L
Pränni	39		L
Puroharju	39		L
Pärnä	39		L
Pättikangas	39		L
Pötsönen	39		L
Raito	39		L
Rajapuro	39		L
Rannanheimo	39		L
Rantatupa	39		L
Rapanen	39		L
Ratavaara	39		L
Raudanpää	39		L
Raumonen	39		L
Rautajärvi	39		L
Rautevaara	39		L
Reinhardt	39		L
Reyes	39		L
Rezai	39		L
Risunen	39		L
Rohunen	39		L
Ruusela	39		L
Saarijoki	39		L
Salmiheimo	39		L
Sammal	39		L
Sankelo	39		L
Santaluoto	39		L
Sarpila	39		L
Sarsila	39		L
Sato	39		L
Satto	39		L
Saurama	39		L
Savikangas	39		L
Sebbas	39		L
Seikkala	39		L
Selroos	39		L
Sietiö	39		L
Sievi-Korte	39		L
Sigvart	39		L
Siikaoja	39		L
Siikjärvi	39		L
Siipilehto	39		L
Simonsson	39		L
Siponkoski	39		L
Sjölander	39		L
Skants	39		L
Soidinmäki	39		L
Sommardahl	39		L
Souru	39		L
Stade	39		L
Sulkumäki	39		L
Suokonautio	39		L
Suorauha	39		L
Suvivuo	39		L
Sysi-Aho	39		L
Säisänen	39		L
Sääksmäki	39		L
Takoja	39		L
Talas	39		L
Tammiranta	39		L
Tammiruusu	39		L
Teinonen	39		L
Tervaoja	39		L
Terä	39		L
Teräntö	39		L
Teurajärvi	39		L
Toitturi	39		L
Toivomäki	39		L
Triipponen	39		L
Tulilahti	39		L
Tunnela	39		L
Tuohenmaa	39		L
Tuohi	39		L
Turve	39		L
Tuurinkoski	39		L
Urpi	39		L
Usenius	39		L
Uuppo	39		L
Uusikangas	39		L
Valerius	39		L
Walter	39		L
Valtiala	39		L
Valvio	39		L
Vana	39		L
Varga	39		L
Varjotie	39		L
Varttinen	39		L
Wasiljeff	39		L
Webb	39		L
Vehkasaari	39		L
Vene	39		L
Wiljanen	39		L
Virala	39		L
Virsiheimo	39		L
Vola	39		L
Vossi	39		L
Vuorento	39		L
Västinen	39		L
Yliheikkilä	39		L
Yli-Heikkuri	39		L
Yli-Mattila	39		L
Yli-Panula	39		L
Yli-Parkas	39		L
Yussuf	39		L
Åkesson	39		L
Äijäläinen	39		L
Aarrekorpi	38		L
Ahjolinna	38		L
Ahovalli	38		L
Ahva	38		L
Ailus	38		L
Aittolampi	38		L
Akkala	38		L
Ala-Karvia	38		L
Alakuijala	38		L
Ala-Kulju	38		L
Alanampa	38		L
Alasmaa	38		L
Alaviiri	38		L
Al-Emara	38		L
Alftan	38		L
Ali-Rantala	38		L
Aliu	38		L
Andreeva	38		L
Anolin	38		L
Arino	38		L
Bark	38		L
Bhuiyan	38		L
Bjolin	38		L
Björkberg	38		L
Bodman	38		L
Broas	38		L
Candelin	38		L
Catani	38		L
Damskägg	38		L
Eggert	38		L
Ehnström	38		L
Eironen	38		L
Ellenberg	38		L
Elolampi	38		L
Emmes	38		L
Engstrand	38		L
Eräpuro	38		L
Etholen	38		L
Filén	38		L
Finnström	38		L
Fröjdman	38		L
Geitel	38		L
Gulin	38		L
Gunnarsson	38		L
Haapola	38		L
Haapsalo	38		L
Haasiosalo	38		L
Hahn	38		L
Hakala-Rahko	38		L
Hallström	38		L
Halm	38		L
Haloila	38		L
Hangas	38		L
Hangaslammi	38		L
Hangasmäki	38		L
Haraholma	38		L
Harjulahti	38		L
Hauvala	38		L
Havakka	38		L
Havurinne	38		L
Heinolainen	38		L
Helevirta	38		L
Helimo	38		L
Helpiö	38		L
Hertsi	38		L
Hetekorpi	38		L
Hiirola	38		L
Hintikainen	38		L
Hintta	38		L
Honkakorpi	38		L
Huhtela	38		L
Huomanen	38		L
Husman	38		L
Hussaini	38		L
Hyrsylä	38		L
Häli	38		L
Hämelahti	38		L
Hännikkälä	38		L
Härtull	38		L
Ilvesviita	38		L
Isotahdon	38		L
Isännäinen	38		L
Jafari	38		L
Jahkonen	38		L
Jalamo	38		L
Jokelin	38		L
Jompero	38		L
Juolahti	38		L
Järvi-Laturi	38		L
Jørgensen	38		L
Kaapeli	38		L
Kaarteenaho	38		L
Kaidesoja	38		L
Kaivorinne	38		L
Kallioaho	38		L
Kalsta	38		L
Kamutta	38		L
Kanasuo	38		L
Kannela	38		L
Karpiola	38		L
Karppa	38		L
Karttinen	38		L
Kastepohja	38		L
Kaukolinna	38		L
Kaukomaa	38		L
Kaupinsalo	38		L
Kauvo	38		L
Kecklund	38		L
Kelho	38		L
Keski-Oja	38		L
Keva	38		L
Kiehelä	38		L
Kilkkilä	38		L
Klippi	38		L
Knutas	38		L
Kohtakangas	38		L
Kollani	38		L
Korkiatupa	38		L
Korniloff	38		L
Kortteus	38		L
Koskenlaine	38		L
Kulluvaara	38		L
Kunnaspuro	38		L
Kuopus	38		L
Kuri	38		L
Kuskelin	38		L
Kuusiluoto	38		L
Kuznetsova	38		L
Kääntee	38		L
Lahin	38		L
Lamminheimo	38		L
Larkiala	38		L
Lehtojärvi	38		L
Lehtoviita	38		L
Lietsala	38		L
Liimu	38		L
Liljaniemi	38		L
Linnas	38		L
Linnasaari	38		L
Linninen	38		L
Lohiranta	38		L
Lohisto	38		L
Louhula	38		L
Lovikka	38		L
Lähdemaa	38		L
Lähteenaro	38		L
Maalismaa	38		L
Mahlavuori	38		L
Matara-aho	38		L
Melleri	38		L
Merviö	38		L
Mesterton	38		L
Metsäkoivu	38		L
Michel	38		L
Montti	38		L
Multas	38		L
Mutenia	38		L
Mäenrinta	38		L
Mäittälä	38		L
Mäki-Arvela	38		L
Mäki-Haapoja	38		L
Mäki-Kihniä	38		L
Mäki-Petäys	38		L
Mäki-Tanila	38		L
Mätäsniemi	38		L
Naapanki	38		L
Nekkonen	38		L
Neumann	38		L
Nevalampi	38		L
Nikali	38		L
Nikoskelainen	38		L
Nisunen	38		L
Nohkola	38		L
Nordback	38		L
Norta	38		L
Nuppunen	38		L
Nykter	38		L
Ojavuo	38		L
Orko	38		L
Paajala	38		L
Paatelma	38		L
Paattilammi	38		L
Paavisto	38		L
Paavoseppä	38		L
Pahkajärvi	38		L
Pajukko	38		L
Pajusuo	38		L
Paksu	38		L
Peltotalo	38		L
Perhomaa	38		L
Perokorpi	38		L
Perttilahti	38		L
Perttuli	38		L
Peräjoki	38		L
Peräntie	38		L
Perävainio	38		L
Pihavaara	38		L
Pikivirta	38		L
Pilviö	38		L
Pironetti	38		L
Piskunen	38		L
Puljula	38		L
Puolatie	38		L
Puomila	38		L
Pursimo	38		L
Pärhä	38		L
Raesalmi	38		L
Ragnell	38		L
Ramm-Schmidt	38		L
Rantapaju	38		L
Ratas	38		L
Rauhalammi	38		L
Rauhalinna	38		L
Rautomäki	38		L
Ravald	38		L
Rehell	38		L
Rehtonen	38		L
Reilimo	38		L
Riimala	38		L
Riitaoja	38		L
Rinta-Kahila	38		L
Rintakorpi	38		L
Rukajärvi	38		L
Rustholkarhu	38		L
Ryttyläinen	38		L
Saarivaara	38		L
Sabell	38		L
Saimanen	38		L
Saks	38		L
Salopää	38		L
Saltbacka	38		L
Sanden	38		L
Sandler	38		L
Sarpo	38		L
Sarvilinna	38		L
Segerström	38		L
Semenov	38		L
Setänen	38		L
Sievi	38		L
Siidorov	38		L
Siikaniemi	38		L
Siloaho	38		L
Sirpoma	38		L
Skjäl	38		L
Soiniitty	38		L
Soittila	38		L
Solomon	38		L
Staf	38		L
Stara	38		L
Storhammar	38		L
Storsved	38		L
Ståhls	38		L
Suikkonen	38		L
Sulkula	38		L
Suonnansalo	38		L
Suosaari	38		L
Suvilampi	38		L
Suvisuo	38		L
Syring	38		L
Syvälähde	38		L
Särkilampi	38		L
Taival	38		L
Takila	38		L
Talvenheimo	38		L
Tammikivi	38		L
Tappura	38		L
Tarkanmäki	38		L
Taurula	38		L
Teiskonen	38		L
Tevaniemi	38		L
Timosaari	38		L
Toikko	38		L
Tsupukka	38		L
Tulinen	38		L
Tuomolin	38		L
Tuosa	38		L
Töysä	38		L
Ulmonen	38		L
Uusikoski	38		L
Valkeakari	38		L
Valkeeniemi	38		L
Valtakari	38		L
Vaskin	38		L
Watson	38		L
Vatunen	38		L
Vehkaluoto	38		L
Vehkonen	38		L
Veneskoski	38		L
Ventä	38		L
Vesapuisto	38		L
Wihuri	38		L
Villamo	38		L
Virtaharju	38		L
Volkov	38		L
von Frenckell	38		L
Vuong	38		L
Vuorre	38		L
Vägar	38		L
Vääri	38		L
Ylevä	38		L
Ylilauri	38		L
Yliräisänen	38		L
Yli-Tainio	38		L
Yli-Valkama	38		L
Yli-Yrjänäinen	38		L
Yousif	38		L
Zhao	38		L
Ämmänkoski	38		L
Aarresuo	37		L
Aatamila	37		L
af Heurlin	37		L
Ahonala	37		L
Ainiala	37		L
Alakontiola	37		L
Ala-Könni	37		L
Ala-Rantala	37		L
Alarautalahti	37		L
Alaräisänen	37		L
Alaviippola	37		L
Ala-Välkkilä	37		L
Ampiala	37		L
Annaniemi	37		L
Appelroth	37		L
Apponen	37		L
Arhipoff	37		L
Arkkola	37		L
Armila	37		L
Aropaltio	37		L
Aspvik	37		L
Aumo	37		L
Bakker	37		L
Bayat	37		L
Bergmann	37		L
Bifeldt	37		L
Blankenstein	37		L
Blixt	37		L
Cajander	37		L
Carlström	37		L
Clayhills	37		L
Cox	37		L
Dahlbäck	37		L
Dahlskog	37		L
Djupsjö	37		L
Ellis	37		L
Erma	37		L
Ervamaa	37		L
Erwe	37		L
Erving	37		L
Esberg	37		L
Euro	37		L
Finholm	37		L
Fröman	37		L
Greijus	37		L
Haaksi	37		L
Hakasuo	37		L
Hallama	37		L
Hallén	37		L
Hankamäki	37		L
Harju-Autti	37		L
Haukimäki	37		L
Helasterä	37		L
Heljo	37		L
Helstelä	37		L
Herkman	37		L
Hiedanpää	37		L
Hintze	37		L
Hopeasaari	37		L
Hovilehto	37		L
Huhmarsalo	37		L
Huukkala	37		L
Hyssy	37		L
Isosävi	37		L
Isrikki	37		L
Itäaho	37		L
Jankkari	37		L
Jatala	37		L
Joutsijoki	37		L
Junkkala	37		L
Kaarninen	37		L
Kaihovirta	37		L
Kailanto	37		L
Kajosmäki	37		L
Kaleton	37		L
Kallionalusta	37		L
Kanamäki	37		L
Kankaanmäki	37		L
Kaprio	37		L
Karikumpu	37		L
Kaskia	37		L
Kaslin	37		L
Kavilo	37		L
Keski-Koukkari	37		L
Keski-Pukkila	37		L
Kestikievari	37		L
Keto-oja	37		L
Kiivanen	37		L
Kilpijoki	37		L
Kivipensas	37		L
Kjeldsen	37		L
Kodisoja	37		L
Kohtaniemi	37		L
Kolppo	37		L
Komssi	37		L
Kork	37		L
Korpioja	37		L
Korsi	37		L
Korvenmaa	37		L
Kotilahti	37		L
Kotkas	37		L
Kotoneva	37		L
Kouvala	37		L
Krankka	37		L
Kujasalo	37		L
Kulmunki	37		L
Kuotola	37		L
Kuupakko	37		L
Käenmäki	37		L
Kärr	37		L
Laava	37		L
Lahnajärvi	37		L
Laivola	37		L
Lapinkoski	37		L
Larkio	37		L
Latva-aho	37		L
Latva-Koivisto	37		L
Latva-Äijö	37		L
Leijo	37		L
Leistén	37		L
Lempa	37		L
Lentonen	37		L
Leporanta	37		L
Lerbacka	37		L
Levanen	37		L
Liakka	37		L
Lieska	37		L
Lieskivi	37		L
Lillas	37		L
Lill-Smeds	37		L
Lindi	37		L
Lingman	37		L
Linja-aho	37		L
Liukkala	37		L
Lounasvuori	37		L
Luhtamaa	37		L
Lukkanen	37		L
Luntta	37		L
Luosa	37		L
Lyyluoma	37		L
Maaniittu	37		L
Mahla	37		L
Majasalmi	37		L
Makslahti	37		L
Mannismäki	37		L
Matalalampi	37		L
Matinheikki	37		L
Merelä	37		L
Metsäkangas	37		L
Metsänperä	37		L
Mughal	37		L
Myrskylä	37		L
Månsson	37		L
Mäki-Hakola	37		L
Mäki-Kerttula	37		L
Mäkiluoma	37		L
Nastolin	37		L
Ndiaye	37		L
Nerman	37		L
Niinioja	37		L
Noki	37		L
Nybo	37		L
O'Brien	37		L
Ohraluoma	37		L
Ollula	37		L
Olsoni	37		L
Orrainen	37		L
Oslanus	37		L
Ounaslehto	37		L
Paalimäki	37		L
Paasilinna	37		L
Palmgrén	37		L
Palolampi	37		L
Palsinajärvi	37		L
Paltamaa	37		L
Palva-aho	37		L
Paukkio	37		L
Perenius	37		L
Perus	37		L
Petälä	37		L
Pieti	37		L
Pihlapuro	37		L
Pihlavisto	37		L
Pirkkalaniemi	37		L
Plukka	37		L
Pomoell	37		L
Powell	37		L
Prost	37		L
Puhtimäki	37		L
Pulkkila	37		L
Puujalka	37		L
Pynssi	37		L
Pälvilä	37		L
Pänkälä	37		L
Pärus	37		L
Päärnilä	37		L
Raanoja	37		L
Rahola	37		L
Railamaa	37		L
Ramstadius	37		L
Rantasuomela	37		L
Rasimäki	37		L
Rassi	37		L
Rautaheimo	37		L
Reid	37		L
Reynolds	37		L
Rieppola	37		L
Riihikallio	37		L
Rikula	37		L
Rimpineva	37		L
Rinta-Opas	37		L
Ritvos	37		L
Ruokomäki	37		L
Råtts	37		L
Saarikorpi	37		L
Saarnilehto	37		L
Saarti	37		L
Sahindal	37		L
Saijonkivi	37		L
Saleva	37		L
Sallanne	37		L
Salokannas	37		L
Salonurmi	37		L
Santoo	37		L
Saranko	37		L
Sauri	37		L
Scheinin	37		L
Segerstam	37		L
Selänniemi	37		L
Semenova	37		L
Senilä	37		L
Shaqiri	37		L
Sidorov	37		L
Sieppo	37		L
Siiropää	37		L
Silius	37		L
Silvenius	37		L
Sippula	37		L
Sirkeinen	37		L
Skinnars	37		L
Sorjanen	37		L
Sorsimo	37		L
Spolander	37		L
Strandvik	37		L
Sulkama	37		L
Suonsaari	37		L
Svartbäck	37		L
Sydänoja	37		L
Sylvander	37		L
Taisto	37		L
Taitonen	37		L
Talvia	37		L
Talvisto	37		L
Tanskala	37		L
Teerikorpi	37		L
Teisko	37		L
Teno	37		L
Tentke	37		L
Tihtonen	37		L
Titov	37		L
Uimarihuhta	37		L
Uppala	37		L
Urvas	37		L
Uusi-Kyyny	37		L
Uusi-Äijö	37		L
Vaho	37		L
Vainila	37		L
Varhimo	37		L
Vekkilä	37		L
Velhonoja	37		L
Ventoniemi	37		L
Ventus	37		L
Vesaluoma	37		L
Vesamo	37		L
Westerbacka	37		L
Vesto	37		L
Veteläsuo	37		L
Vickström	37		L
Widlund	37		L
Vihanne	37		L
Viikeri	37		L
Viljamäki	37		L
Viljava	37		L
Virkanen	37		L
Wirlander	37		L
Vistiaho	37		L
Vulkko	37		L
Vuolas	37		L
Vuosku	37		L
Vång	37		L
Yasin	37		L
Ylen	37		L
Ylijukuri	37		L
Yli-Kauppila	37		L
Yli-Kerttula	37		L
Ylinärä	37		L
Ylipulli	37		L
Ylä-Anttila	37		L
Ylävaara	37		L
Aapalahti	36		L
Aapola	36		L
Aholin	36		L
Ahtialansaari	36		L
Airos	36		L
Ajakainen	36		L
Ala-Ketola	36		L
Ala-Riihimäki	36		L
Amberla	36		L
Anoschkin	36		L
Antus	36		L
Arkivuo	36		L
Arokanto	36		L
Arosarka	36		L
Artama	36		L
Asikkala	36		L
Attenberg	36		L
Auervuolle	36		L
Auramaa	36		L
Avara	36		L
Bajrami	36		L
Bast	36		L
Björkas	36		L
Brandes	36		L
Burton	36		L
Båga	36		L
Chung	36		L
Dalén	36		L
Degert	36		L
Demirel	36		L
Deng	36		L
Doroci	36		L
Eerolainen	36		L
Eivola	36		L
Enwald	36		L
Erholm	36		L
Erikoinen	36		L
Erjala	36		L
Erlandsson	36		L
Esterinen	36		L
Excell	36		L
Fernandez	36		L
Flankkila	36		L
Forsby	36		L
Franklin	36		L
Freudenthal	36		L
Gebhard	36		L
George	36		L
Geust	36		L
Gottschalk	36		L
Haaramäki	36		L
Hagen	36		L
Haidari	36		L
Hallanoro	36		L
Halmet	36		L
Hanhijoki	36		L
Harilo	36		L
Hautojärvi	36		L
Heilimä	36		L
Heliniemi	36		L
Helskyaho	36		L
Herpiö	36		L
Hietanoro	36		L
Hietapelto	36		L
Hofmeister	36		L
Hohkuri	36		L
Holtlund	36		L
Honkarinta	36		L
Honkavuo	36		L
Hoti	36		L
Hovatta	36		L
Hovinmäki	36		L
Ilmivalta	36		L
Ilmolahti	36		L
Isakas	36		L
Isoketo	36		L
Jehkinen	36		L
Jernfors	36		L
Joela	36		L
Joenniemi	36		L
Joenväärä	36		L
Joukosalmi	36		L
Junttonen	36		L
Jurttila	36		L
Jyrkkärinne	36		L
Jyrkänne	36		L
Jänikselä	36		L
Kaakkolahti	36		L
Kaanaa	36		L
Kahanpää	36		L
Kaijanmäki	36		L
Kaimio	36		L
Kairus	36		L
Kalajanniska	36		L
Kamppikoski	36		L
Kangasjärvelä	36		L
Kankuri	36		L
Karanka	36		L
Karesto	36		L
Karlenius	36		L
Karlund	36		L
Karstu	36		L
Kartela	36		L
Karvola	36		L
Katto	36		L
Kaukojärvi	36		L
Keitaanpää	36		L
Kekomäki	36		L
Kekälinen	36		L
Kerkkä	36		L
Kess	36		L
Kihl	36		L
Kihlstedt	36		L
Kilpua	36		L
Klem	36		L
Klimoff	36		L
Klåvus	36		L
Koivuvaara	36		L
Kommonen	36		L
Konsin	36		L
Kopu	36		L
Koroma	36		L
Korpiola	36		L
Kotamies	36		L
Kovaljeff	36		L
Kramer	36		L
Kronlöf	36		L
Kuikanmäki	36		L
Kukkumäki	36		L
Kulovesi	36		L
Kulusjärvi	36		L
Kunto	36		L
Kurikka-aho	36		L
Kuusakoski	36		L
Kuusiniva	36		L
Kuuttinen	36		L
