name	N	gender	type
Hanni	281	F	F
Maia	280	F	F
Liia	280	F	F
Marietta	279	F	F
Elli-Noora	277	F	F
Janet	277	F	F
Evelin	276	F	F
Selena	275	F	F
Arja-Leena	274	F	F
Eeva-Kaarina	272	F	F
Isabell	272	F	F
Sirke	272	F	F
Hellikki	272	F	F
Sissi	271	F	F
Tiiu	271	F	F
Ann-Kristin	270	F	F
Karola	270	F	F
Judith	269	F	F
Celina	268	F	F
Marion	267	F	F
Ninna	267	F	F
Abdullahi	266	F	F
Emelia	265	F	F
Zahra	265	F	F
Salome	265	F	F
Salma	264	F	F
Pieta	264	F	F
Martha	264	F	F
Ksenia	264	F	F
Alviina	263	F	F
Rosaliina	263	F	F
Minnea	262	F	F
Aino-Maija	261	F	F
Tekla	261	F	F
Eden	260	F	F
Nancy	260	F	F
Annakaisa	259	F	F
Stephanie	259	F	F
Simone	259	F	F
Dina	257	F	F
Lotte	257	F	F
Belinda	256	F	F
Sirpa-Liisa	255	F	F
Clarissa	255	F	F
Armida	254	F	F
Desiré	253	F	F
Melanie	253	F	F
Meimi	253	F	F
Kim	252	F	F
Alessia	252	F	F
Minna-Maria	250	F	F
Majlis	250	F	F
Ulrica	249	F	F
Gurli	249	F	F
Telma	249	F	F
Solja	248	F	F
Ingalill	248	F	F
Kaija-Liisa	248	F	F
Julie	248	F	F
Gunnevi	247	F	F
Sally	244	F	F
Maryam	243	F	F
Valdine	242	F	F
Annamaija	242	F	F
Sannamari	241	F	F
Riitta-Leena	241	F	F
Tilde	240	F	F
Pirjetta	240	F	F
Daria	240	F	F
Malena	239	F	F
Pia-Maria	238	F	F
Bernice	238	F	F
Ann-Britt	238	F	F
Ingela	238	F	F
Sanna-Maija	237	F	F
Ann-Louise	236	F	F
Emmy	236	F	F
Helle	236	F	F
Margot	236	F	F
Leni	236	F	F
Fia	235	F	F
Gudrun	235	F	F
Anitra	235	F	F
Bodil	235	F	F
Desirée	235	F	F
Myy	235	F	F
Sienna	233	F	F
Karen	233	F	F
Leonora	233	F	F
Ulla-Riitta	232	F	F
Viliina	232	F	F
Tinka	232	F	F
Merja-Liisa	231	F	F
Betty	230	F	F
Estella	230	F	F
Severiina	229	F	F
Adolfiina	229	F	F
Larisa	228	F	F
Vivan	227	F	F
Nicola	227	F	F
Anastacia	227	F	F
Ilmatar	226	F	F
Christin	226	F	F
Noona	226	F	F
Ngoc	226	F	F
Meri-Tuulia	225	F	F
Gerda	225	F	F
Pilvikki	225	F	F
Heidi-Maria	225	F	F
Juliet	223	F	F
Kristel	223	F	F
Adriana	222	F	F
Dagny	222	F	F
Anne-Maija	221	F	F
Antonina	220	F	F
Reea	220	F	F
Lyydi	219	F	F
Rachel	218	F	F
Carin	218	F	F
Tia-Maria	217	F	F
Marta	215	F	F
Eliisabet	215	F	F
Sallamari	213	F	F
Molly	213	F	F
Venny	212	F	F
Eleanor	211	F	F
Esmeralda	211	F	F
Iia	210	F	F
Tarleena	210	F	F
Manta	210	F	F
Maria-Liisa	210	F	F
Thuy	209	F	F
Sanna-Leena	209	F	F
Satu-Maarit	209	F	F
Amy	209	F	F
Milma	208	F	F
Piitu	208	F	F
Judit	208	F	F
Seliina	208	F	F
Katerina	208	F	F
Ani	208	F	F
Alessandra	207	F	F
Minna-Mari	207	F	F
Vadelma	207	F	F
Nadezda	206	F	F
Eija-Riitta	206	F	F
Anni-Maria	205	F	F
Ella-Maria	205	F	F
Suvituuli	205	F	F
Mercedes	205	F	F
Jana	204	F	F
Cindy	204	F	F
Yasmine	203	F	F
Tindra	203	F	F
Sina	203	F	F
Katinka	202	F	F
Crista	200	F	F
Ulla-Britt	200	F	F
Santra	199	F	F
Nanni	199	F	F
Marjaleena	199	F	F
Kiti	198	F	F
Alla	197	F	F
Evelia	197	F	F
Saskia	197	F	F
Ihanelma	196	F	F
Annaleena	196	F	F
Daniella	196	F	F
Jasmi	196	F	F
Inga-Britt	195	F	F
Rosalia	195	F	F
Hille	195	F	F
Juliette	193	F	F
Anne-Marja	193	F	F
Annabel	192	F	F
Li	191	F	F
Riitta-Maija	191	F	F
Bettiina	190	F	F
Nicolina	189	F	F
Marija	189	F	F
Tanya	188	F	F
Suvi-Päivikki	187	F	F
Mimi	187	F	F
Milaja	187	F	F
Liudmila	187	F	F
Ida-Sofia	186	F	F
Viia	186	F	F
Sabine	186	F	F
Liv	185	F	F
Katri-Helena	185	F	F
Ariel	184	F	F
Thanh	184	F	F
Tatjaana	184	F	F
Mei	183	F	F
Serena	183	F	F
Ana	183	F	F
Hilpi	183	F	F
Märtha	182	F	F
Merike	182	F	F
Kaisa-Leena	181	F	F
Saida	181	F	F
Thelma	180	F	F
Tiitu	180	F	F
Ann-Maj	179	F	F
Thu	179	F	F
Alexa	179	F	F
Iira	179	F	F
Markit	178	F	F
Mina	177	F	F
Sarlotta	177	F	F
Jekaterina	176	F	F
Ljudmila	175	F	F
Lisen	175	F	F
Sesilia	175	F	F
Dolores	174	F	F
Jenita	173	F	F
Cia	173	F	F
Elsie	172	F	F
Tiina-Liisa	172	F	F
Eelin	172	F	F
Desire	172	F	F
Elida	172	F	F
Maria-Leena	172	F	F
Estrid	171	F	F
Tarja-Leena	171	F	F
Elizaveta	171	F	F
Liana	171	F	F
Polina	170	F	F
Nia	170	F	F
Ia	170	F	F
Tania	170	F	F
Raija-Leena	169	F	F
Ranja	169	F	F
Matintytär	169	F	F
Tyyni	169	F	F
Katherine	168	F	F
Rina	168	F	F
Hannaleena	168	F	F
Beda	168	F	F
Elissa	167	F	F
Mariette	167	F	F
Sanna-Liisa	167	F	F
Britt-Mari	167	F	F
Tuisku	167	F	F
Eedla	165	F	F
Eevastiina	165	F	F
Jennica	165	F	F
Nellie	164	F	F
Pepita	164	F	F
Lisette	164	F	F
Eva-Liisa	164	F	F
Henna-Maria	164	F	F
Sara-Sofia	164	F	F
Joy	163	F	F
Eufemia	163	F	F
Omar	163	F	F
Wenla	163	F	F
Marinka	163	F	F
Cornelia	163	F	F
Maari	162	F	F
Hussein	162	F	F
Vilina	162	F	F
Pirjo-Leena	162	F	F
Inge	160	F	F
Mia-Maria	160	F	F
Anna-Stina	159	F	F
Neelia	159	F	F
Kaisa-Maria	159	F	F
Seelia	158	F	F
Pulmu	158	F	F
Ragni	158	F	F
Ellida	157	F	F
Samantha	157	F	F
Kaneli	157	F	F
Pälvi	156	F	F
Yulia	156	F	F
Miia-Maria	156	F	F
Irinja	156	F	F
Kastanja	155	F	F
Helén	155	F	F
Ariana	154	F	F
Gisela	153	F	F
Antintytär	153	F	F
Marikka	153	F	F
Lola	153	F	F
Anna-Elina	153	F	F
Marilla	153	F	F
Celine	153	F	F
Mirette	153	F	F
Halla	153	F	F
Tarja-Liisa	153	F	F
Dorrit	152	F	F
Sivi	152	F	F
Mohamud	152	F	F
Kata	152	F	F
Aino-Kaisa	152	F	F
Dorothea	151	F	F
Salla-Maria	151	F	F
Marjaliisa	151	F	F
Niia	151	F	F
Rosalie	151	F	F
Laura-Maria	151	F	F
Milla-Maria	151	F	F
Ann-Lis	150	F	F
Jannina	150	F	F
Francesca	150	F	F
Merika	150	F	F
Tiia-Mari	149	F	F
Virginia	149	F	F
Miitta	149	F	F
Elice	149	F	F
Dana	148	F	F
Phuong	148	F	F
Jenni-Maria	148	F	F
Hilkka-Liisa	148	F	F
Amélie	148	F	F
Janiina	148	F	F
Anna-Reetta	147	F	F
Christiina	147	F	F
Malva	147	F	F
Linne	147	F	F
Anh	147	F	F
Albertiina	147	F	F
Fadumo	147	F	F
Katrine	147	F	F
Nina-Maria	146	F	F
Hildur	146	F	F
Enne	146	F	F
Tiina-Maija	145	F	F
Abigail	145	F	F
Jennina	145	F	F
Liliana	144	F	F
Ibrahim	144	F	F
Mahamed	144	F	F
Saara-Maria	144	F	F
Adela	144	F	F
Renja	144	F	F
Janessa	144	F	F
Anna-Kristiina	143	F	F
Cilla	143	F	F
Marttiina	143	F	F
Hanne-Mari	143	F	F
Freya	143	F	F
Moonika	143	F	F
Aletta	143	F	F
Inez	143	F	F
Milda	143	F	F
Lauha	143	F	F
Leena-Kaisa	143	F	F
Cesilia	142	F	F
Vivia	142	F	F
Therése	141	F	F
Ilana	141	F	F
Nilla	141	F	F
Daisy	141	F	F
Eleanora	141	F	F
Onneli	141	F	F
Ulla-Maria	140	F	F
Mari-Ann	140	F	F
Aniita	140	F	F
Antoinette	140	F	F
Isadora	140	F	F
Runa	139	F	F
Dora	139	F	F
Inge-Maj	139	F	F
Liisa-Maria	139	F	F
Marja-Sisko	139	F	F
Nikita	139	F	F
Ofelia	139	F	F
Nova	138	F	F
Iréne	138	F	F
Abdirahman	138	F	F
Xenia	138	F	F
Luisa	137	F	F
Lillian	137	F	F
Mari-Anna	137	F	F
Fiina	137	F	F
Selene	137	F	F
Darja	137	F	F
Gun-Maj	137	F	F
Peppina	137	F	F
Emeliina	136	F	F
Ulla-Maj	136	F	F
Anna-Marja	136	F	F
Suzanne	136	F	F
Marielle	136	F	F
Safia	136	F	F
Madelene	135	F	F
Anna-Emilia	135	F	F
Alida	135	F	F
Annelie	135	F	F
Ruska	135	F	F
Tuike	134	F	F
Marjetta	134	F	F
Iman	134	F	F
Timontytär	134	F	F
Iida-Sofia	133	F	F
Enja	133	F	F
Alinda	133	F	F
Maj-Gret	133	F	F
Riikka-Liisa	133	F	F
Eeva-Marja	132	F	F
Juhantytär	132	F	F
Anceliga	132	F	F
Friida	132	F	F
Nadine	131	F	F
Louisa	131	F	F
Annariina	130	F	F
Danielle	130	F	F
Mikontytär	130	F	F
Maud	130	F	F
Suometar	130	F	F
Maarita	129	F	F
Ensi	129	F	F
Seija-Liisa	129	F	F
Lee	129	F	F
Oksana	129	F	F
Senna	129	F	F
Raakeli	128	F	F
Kate	128	F	F
Nonna	128	F	F
Marlena	128	F	F
Nelma	128	F	F
Irena	128	F	F
Ewa	128	F	F
Majvor	128	F	F
Menni	128	F	F
Suvi-Maria	127	F	F
Ritva-Leena	127	F	F
Tilma	127	F	F
Greetta	127	F	F
Jemiina	127	F	F
Sylva	127	F	F
Anja-Riitta	127	F	F
Satu-Maria	127	F	F
Nur	126	F	F
Tiina-Maria	126	F	F
Alvina	126	F	F
Linda-Maria	126	F	F
Pirre	125	F	F
Rafaela	125	F	F
Leah	125	F	F
Mareena	125	F	F
Manuela	125	F	F
Evgenia	125	F	F
Alena	125	F	F
Nanette	125	F	F
Abdulkadir	125	F	F
Nona	125	F	F
Celia	124	F	F
Alyssa	124	F	F
Anisa	124	F	F
Tyra	124	F	F
Ellie	124	F	F
Yrsa	124	F	F
Kiara	124	F	F
Mohammed	124	F	F
Emiilia	123	F	F
Zainab	123	F	F
Ann-Katrin	123	F	F
Safira	123	F	F
Linea	123	F	F
Yusuf	123	F	F
Kitty	123	F	F
Leia	123	F	F
Alfhild	123	F	F
Lynn	122	F	F
Rhea	122	F	F
Agda	122	F	F
Ludmila	122	F	F
Ros-Mari	122	F	F
Aline	122	F	F
Natalja	122	F	F
Henna-Mari	121	F	F
Kaisa-Liisa	121	F	F
Juni	121	F	F
Oxana	121	F	F
Ringa	121	F	F
Eimi	121	F	F
Hong	121	F	F
Farah	121	F	F
Ona	121	F	F
Fransiina	120	F	F
Eliana	120	F	F
Pirkitta	120	F	F
Adalia	120	F	F
Fredriika	120	F	F
Lumikukka	120	F	F
Hedda	120	F	F
Annastina	120	F	F
Marlen	120	F	F
Emili	120	F	F
Paola	120	F	F
Norma	119	F	F
Lulu	119	F	F
Heloisa	119	F	F
Henrica	119	F	F
Ghita	119	F	F
Tiina-Mari	119	F	F
Sarina	119	F	F
Lioudmila	119	F	F
Carolin	119	F	F
Anna-Maaria	118	F	F
Gloria	118	F	F
Sera	118	F	F
Maijastiina	118	F	F
Anna-Stiina	118	F	F
Nitta	118	F	F
Mirikli	118	F	F
Merja-Riitta	117	F	F
Engla	117	F	F
Rauna	116	F	F
Vivi-Ann	116	F	F
Oosa	116	F	F
Sharon	116	F	F
Elinor	116	F	F
Leyla	115	F	F
Arina	115	F	F
Taiga	115	F	F
Denice	115	F	F
Hilve	114	F	F
Rigmor	114	F	F
Paloma	114	F	F
Peggy	114	F	F
Monna	114	F	F
Nanny	113	F	F
Kaur	113	F	F
Sallamaari	113	F	F
Mirja-Leena	112	F	F
Ainu	112	F	F
Adeline	112	F	F
Lise	112	F	F
Sirje	112	F	F
Charlott	112	F	F
Jetta	112	F	F
Marja-Helena	112	F	F
Dorotea	112	F	F
Tuula-Maija	111	F	F
Sari-Anne	111	F	F
Sira	111	F	F
Anna-Karin	111	F	F
Vilmiina	111	F	F
Tiuku	111	F	F
Ea	111	F	F
Raini	110	F	F
Maritza	110	F	F
Violetta	110	F	F
Noelle	110	F	F
Zara	110	F	F
Mariita	109	F	F
Marjanna	109	F	F
Ulla-Mari	109	F	F
Vendela	109	F	F
Mianna	109	F	F
Helly	109	F	F
Gun-Lis	109	F	F
Amal	109	F	F
Rose-Maj	109	F	F
Emilja	108	F	F
Ottiilia	108	F	F
Linh	108	F	F
Manda	108	F	F
Florence	108	F	F
Jasmiini	108	F	F
Mary-Ann	108	F	F
Renata	107	F	F
Paju	107	F	F
Riikka-Maria	107	F	F
Henny	107	F	F
Rinna	107	F	F
Keiju	107	F	F
Rosina	107	F	F
Claire	107	F	F
Janine	106	F	F
Mathilde	106	F	F
Merete	106	F	F
Urpu	106	F	F
Priscilla	106	F	F
Arianna	106	F	F
Peppi-Lotta	106	F	F
Katjaana	106	F	F
Aurinko	106	F	F
Arja-Riitta	106	F	F
Liubov	105	F	F
Catrin	105	F	F
Mirelle	105	F	F
Anja-Liisa	105	F	F
Heikintytär	105	F	F
Marguerite	105	F	F
Fredriikka	105	F	F
Anne-Riitta	105	F	F
Ulla-Marja	105	F	F
Catrine	104	F	F
Milli	104	F	F
Hennariikka	104	F	F
Anna-Katariina	104	F	F
Zaida	104	F	F
Vanilla	104	F	F
Rania	104	F	F
Yolanda	104	F	F
Emma-Sofia	103	F	F
Selinda	103	F	F
Nadejda	103	F	F
Maura	103	F	F
Stefanie	103	F	F
Akuliina	103	F	F
Anika	103	F	F
Sahra	102	F	F
Irja-Liisa	102	F	F
Liselott	102	F	F
Albertina	102	F	F
Ann-Charlott	102	F	F
Anneka	101	F	F
Anni-Sofia	101	F	F
Elif	101	F	F
Eija-Leena	101	F	F
Eugenia	101	F	F
Casandra	101	F	F
Eliise	101	F	F
Violet	101	F	F
Eufrosyne	101	F	F
Rilla	100	F	F
Sonya	100	F	F
Caterina	100	F	F
Gunn-Britt	100	F	F
Jeannette	100	F	F
Gunn	100	F	F
Edna	100	F	F
Henniina	100	F	F
Elliina	100	F	F
Nanne	100	F	F
Tutta	100	F	F
Ljubov	99	F	F
Annmari	99	F	F
Eea	99	F	F
Pirketta	99	F	F
Janetta	99	F	F
Sinja	99	F	F
Khadija	99	F	F
Ristiina	99	F	F
Tatja	98	F	F
Aleksia	98	F	F
Celeste	98	F	F
Jean	98	F	F
Irmelin	98	F	F
Sella	98	F	F
Hanna-Riitta	98	F	F
Hagar	98	F	F
Joan	97	F	F
Alisia	97	F	F
Elly	97	F	F
Eleni	97	F	F
Vendla	97	F	F
Salla-Maaria	97	F	F
Hilde	96	F	F
Zoe	96	F	F
Kirsimarja	96	F	F
Sole	96	F	F
Tita	96	F	F
Sara-Maria	96	F	F
Osman	95	F	F
Chloe	95	F	F
Nessa	95	F	F
Anni-Mari	95	F	F
Carmela	95	F	F
Anna-Greta	94	F	F
Emerentia	94	F	F
Margareth	94	F	F
Jamina	94	F	F
Lucy	94	F	F
Meira	94	F	F
Savannah	94	F	F
Zeinab	94	F	F
Fatma	94	F	F
Vella	94	F	F
Tianna	94	F	F
Sini-Tuulia	94	F	F
Berta	93	F	F
Sini-Maria	93	F	F
Opri	93	F	F
Gitta	93	F	F
Yasemin	93	F	F
Merit	92	F	F
Minnamari	92	F	F
Liida	92	F	F
Margitta	92	F	F
Justina	92	F	F
Cathrine	92	F	F
Terja	92	F	F
Hinni	92	F	F
Eela	92	F	F
Toivikki	92	F	F
Minttu-Maaria	91	F	F
Kathleen	91	F	F
Emine	91	F	F
Vienna	91	F	F
Karoline	91	F	F
Lotta-Maria	91	F	F
Nada	91	F	F
Julina	91	F	F
Verona	91	F	F
Unnukka	91	F	F
Muisto	91	F	F
Raina	90	F	F
Kirsi-Maarit	90	F	F
Serafiia	90	F	F
Sanna-Maarit	90	F	F
Chiara	90	F	F
Thao	90	F	F
Tuyet	90	F	F
Renate	90	F	F
Emmi-Lotta	90	F	F
Jarintytär	90	F	F
Hani	90	F	F
Hafsa	90	F	F
Manna	90	F	F
Alessa	90	F	F
Minda	90	F	F
Hannakaisa	89	F	F
Toive	89	F	F
Evy	89	F	F
Marja-Kaarina	89	F	F
Sulevi	89	F	F
Anne-Kristiina	89	F	F
Lise-Lotte	89	F	F
Minna-Maarit	89	F	F
Emma-Lotta	89	F	F
Corinne	89	F	F
Tuuliina	89	F	F
Vivika	89	F	F
Jacqueline	89	F	F
Anina	89	F	F
Julietta	89	F	F
Minna-Leena	88	F	F
Liselotte	88	F	F
Gunda	88	F	F
Tarita	88	F	F
Noor	88	F	F
Natali	88	F	F
Kaisa-Mari	88	F	F
Lauren	88	F	F
Minella	88	F	F
Ainamo	88	F	F
Eveline	88	F	F
Anne-Marita	88	F	F
Hannuntytär	88	F	F
Melek	87	F	F
Päivyt	87	F	F
Minttu-Maria	87	F	F
Jill	87	F	F
Gabrielle	87	F	F
Annuli	87	F	F
Kukka-Maria	87	F	F
Marje	87	F	F
Huong	87	F	F
Aicha	87	F	F
Miranna	87	F	F
Sorella	86	F	F
Mona-Lisa	86	F	F
Minna-Riitta	86	F	F
Marena	86	F	F
Kaari	86	F	F
Angel	86	F	F
Etta	86	F	F
Julianne	86	F	F
Tuula-Marja	86	F	F
Vanilja	86	F	F
Enya	86	F	F
Jenna-Maria	86	F	F
Eerin	86	F	F
Arita	86	F	F
Maret	86	F	F
Suvi-Maaria	85	F	F
Arlene	85	F	F
Unni	85	F	F
Tiina-Riitta	85	F	F
Jukantytär	85	F	F
Merja-Leena	85	F	F
Valerie	85	F	F
Tii	85	F	F
Jemima	84	F	F
Line	84	F	F
Meja	84	F	F
Mikantytär	84	F	F
Kiana	84	F	F
Minh	84	F	F
Asma	84	F	F
Hymy	84	F	F
Deborah	84	F	F
Juudit	84	F	F
Beeda	84	F	F
Miona	83	F	F
Karintytär	83	F	F
Miili	83	F	F
Gina	83	F	F
Mataleena	83	F	F
Eleanoora	83	F	F
Sofiia	83	F	F
Cajsa	83	F	F
Mitra	83	F	F
Flora	83	F	F
Soraja	83	F	F
Suzan	83	F	F
Pricilla	83	F	F
Sumaya	83	F	F
Emina	83	F	F
Viviana	82	F	F
Odette	82	F	F
Meliina	82	F	F
Alexandria	82	F	F
Anna-Karoliina	82	F	F
Edita	82	F	F
Mildred	82	F	F
Sunna	82	F	F
Said	82	F	F
Ulpukka	82	F	F
Henriina	82	F	F
Lyylikki	82	F	F
Angelique	81	F	F
Mirkku	81	F	F
Cristiina	81	F	F
Eeva-Stiina	81	F	F
Pirkko-Leena	81	F	F
Eevaliisa	81	F	F
Hele	81	F	F
Ann-Helen	81	F	F
Merina	81	F	F
Pirta	81	F	F
Hanna-Reetta	81	F	F
Marja-Kaisa	81	F	F
Anne-May	81	F	F
Eliza	80	F	F
Donna	80	F	F
Satu-Marja	80	F	F
Mae	80	F	F
Mainikki	80	F	F
Oivi	80	F	F
Vivianna	80	F	F
Lova	79	F	F
Anna-Helena	79	F	F
Tora	79	F	F
Ha	79	F	F
Sirkka-Leena	79	F	F
Terttu-Liisa	79	F	F
Rosalina	79	F	F
Savanna	79	F	F
Heléne	79	F	F
Gitte	79	F	F
Melody	79	F	F
Ayan	78	F	F
Satu-Maaria	78	F	F
Miida	78	F	F
Mella	78	F	F
Agata	78	F	F
Sorja	78	F	F
Wera	78	F	F
Adella	78	F	F
Helkky	78	F	F
Minna-Kaisa	78	F	F
Iina-Maria	78	F	F
Una	78	F	F
Margarethe	78	F	F
Joanne	77	F	F
Dalia	77	F	F
Aliisi	77	F	F
Görel	77	F	F
Helin	77	F	F
Kaija-Riitta	77	F	F
Agatha	77	F	F
Oma	77	F	F
Meija	77	F	F
Frances	77	F	F
Ann-Catrin	77	F	F
Anna-Lotta	77	F	F
Tähti	77	F	F
Minette	77	F	F
Hamdi	77	F	F
Maryan	76	F	F
Soraya	76	F	F
Izabella	76	F	F
Tuuli-Maria	76	F	F
Sol-Britt	76	F	F
Ronya	76	F	F
Marinella	76	F	F
Adolfina	76	F	F
Jenika	76	F	F
Simona	76	F	F
Gia	76	F	F
Ariela	76	F	F
Nea-Maria	76	F	F
Kirsten	76	F	F
Maleena	76	F	F
Eliisi	76	F	F
Trang	76	F	F
Nemi	75	F	F
Viva	75	F	F
Anetta	75	F	F
Minessa	75	F	F
Salla-Maarit	75	F	F
Pii	75	F	F
Clary	75	F	F
Lilianna	75	F	F
Constance	75	F	F
Hodan	75	F	F
Anmari	75	F	F
Jamila	75	F	F
Marléne	74	F	F
Tiina-Kaisa	74	F	F
Elaine	74	F	F
Jeanne	74	F	F
Villiina	74	F	F
Stefania	74	F	F
Gunlög	74	F	F
Vivianne	74	F	F
Laine	74	F	F
Silla	74	F	F
Eva-Stina	74	F	F
Matilde	74	F	F
Riitu	74	F	F
Sarika	74	F	F
Reine	74	F	F
Eloisa	74	F	F
Anni-Kaisa	73	F	F
Asha	73	F	F
Serina	73	F	F
Le	73	F	F
Cara	73	F	F
Aino-Liisa	73	F	F
Helmi-Maria	73	F	F
Signhild	73	F	F
Aino-Sofia	73	F	F
Nelle	73	F	F
Liisa-Maija	73	F	F
Yasmina	73	F	F
Gustava	73	F	F
Leonie	73	F	F
Catalina	73	F	F
Tuomikki	72	F	F
Annemarie	72	F	F
Anki	72	F	F
Lana	72	F	F
Elli-Maria	72	F	F
Halima	72	F	F
Elli-Maija	72	F	F
Ingemo	72	F	F
Tarina	72	F	F
Kamomilla	72	F	F
Aleksantra	72	F	F
Venni	72	F	F
Lene	72	F	F
Mi	72	F	F
Jenni-Mari	72	F	F
Alexina	72	F	F
Daalia	72	F	F
Angervo	72	F	F
Eva-Lisa	72	F	F
Aana	71	F	F
Raakkel	71	F	F
Kariina	71	F	F
Valvikki	71	F	F
Magda	71	F	F
Kersti	71	F	F
Andréa	71	F	F
Nhi	71	F	F
Niina-Maria	71	F	F
Niini	71	F	F
Renée	71	F	F
Elliida	71	F	F
Kirsi-Mari	71	F	F
Ros-Marie	70	F	F
Lan	70	F	F
Tiila	70	F	F
Cristine	70	F	F
Inka-Maria	70	F	F
June	70	F	F
Sirena	70	F	F
Sini-Maaria	70	F	F
Anastassia	70	F	F
Leena-Maria	70	F	F
Aleksandrovna	70	F	F
Etti	70	F	F
Veea	70	F	F
Sipriina	70	F	F
Anu-Riikka	70	F	F
Maren	69	F	F
Sanna-Riikka	69	F	F
Katia	69	F	F
Anna-Riina	69	F	F
Marjo-Liisa	69	F	F
Leanna	69	F	F
Rosalinda	69	F	F
Tiiti	69	F	F
Freija	69	F	F
Meryem	69	F	F
Huda	69	F	F
Eda	69	F	F
Anya	69	F	F
Lise-Lott	69	F	F
Irma-Liisa	69	F	F
Chantal	69	F	F
Mindi	69	F	F
Maileena	68	F	F
Sikuriina	68	F	F
Uma	68	F	F
Eleonor	68	F	F
Jonna-Maria	68	F	F
Vanja	68	F	F
Annimari	68	F	F
Juanita	68	F	F
Priitta	68	F	F
Birit	68	F	F
Tiana	68	F	F
Wanda	67	F	F
Muusa	67	F	F
Merituulia	67	F	F
Marwa	67	F	F
Riina-Maria	67	F	F
Ismail	67	F	F
Nimo	67	F	F
Meerit	67	F	F
Valentiina	67	F	F
Anuliina	67	F	F
Maijaliisa	67	F	F
Emmi-Sofia	67	F	F
Melita	67	F	F
Eeva-Mari	67	F	F
Hetti	67	F	F
Leena-Marja	67	F	F
Neve	67	F	F
Noora-Maria	67	F	F
Aino-Elina	67	F	F
Jessiina	66	F	F
Jama	66	F	F
Jessina	66	F	F
Miljaana	66	F	F
Naima	66	F	F
Juli	66	F	F
Brigitte	66	F	F
Jannike	66	F	F
Maritsa	66	F	F
Ullamaija	65	F	F
Kaisli	65	F	F
Taava	65	F	F
Isra	65	F	F
Anna-Maarit	65	F	F
Sanne	65	F	F
Meritta	65	F	F
Katarine	65	F	F
Aleksina	65	F	F
Esra	65	F	F
Venja	65	F	F
Kristella	65	F	F
Adanna	65	F	F
Asteri	65	F	F
Liza	65	F	F
Liidia	65	F	F
Birkitta	65	F	F
Ying	64	F	F
Tova	64	F	F
Lianna	64	F	F
Soja	64	F	F
Aliise	64	F	F
Thyra	64	F	F
Tiffany	64	F	F
Leija	64	F	F
Vladimirovna	64	F	F
Ayla	64	F	F
Marjana	64	F	F
Katri-Maria	64	F	F
Van	64	F	F
Annaliina	64	F	F
Anneliina	64	F	F
Edda	64	F	F
Juulianna	64	F	F
Hanna-Maaria	64	F	F
Pekantytär	64	F	F
Marjo-Riikka	64	F	F
Iiri	63	F	F
Ancela	63	F	F
Silpa	63	F	F
Siiri-Sofia	63	F	F
Varvara	63	F	F
Milla-Maaria	63	F	F
Brianna	63	F	F
Malvina	63	F	F
Emmaliina	63	F	F
Hanna-Maarit	63	F	F
María	63	F	F
Theodora	63	F	F
Jenica	63	F	F
Roza	62	F	F
Seija-Riitta	62	F	F
Hélène	62	F	F
Chatarina	62	F	F
Pelagia	62	F	F
Adèle	62	F	F
Albina	62	F	F
Kelly	62	F	F
Elanor	62	F	F
Anna-Katriina	62	F	F
Penni	62	F	F
Angeliina	62	F	F
Yen	62	F	F
Sarri	62	F	F
Taisia	62	F	F
Ulla-Stina	62	F	F
Milla-Mari	62	F	F
Silmu	61	F	F
Maare	61	F	F
Kikka	61	F	F
Minna-Maaria	61	F	F
Suvi-Päivi	61	F	F
Tuua	61	F	F
Lolan	61	F	F
Eva-Lotta	61	F	F
Veera-Maria	61	F	F
Nathalia	61	F	F
Jenna-Mari	61	F	F
Annariikka	61	F	F
Onnia	61	F	F
Tehilla	61	F	F
Ella-Noora	61	F	F
Sanniina	61	F	F
Naimi	61	F	F
Meh	61	F	F
Miilia	61	F	F
Vivien	61	F	F
Satu-Sinikka	61	F	F
Tarja-Riitta	61	F	F
Adelaide	61	F	F
Greeta	61	F	F
Rahma	60	F	F
Aya	60	F	F
Pirja	60	F	F
Solbritt	60	F	F
Georgina	60	F	F
Markontytär	60	F	F
Scarlett	60	F	F
Kylli	60	F	F
Misa	60	F	F
Viona	60	F	F
Margarete	60	F	F
Torborg	60	F	F
Ruby	60	F	F
Safiya	60	F	F
Layla	60	F	F
Miia-Mari	60	F	F
Martiina	60	F	F
Milea	60	F	F
Päivänsäde	60	F	F
Soma	60	F	F
Anni-Elina	59	F	F
May-Britt	59	F	F
Mari-Johanna	59	F	F
Ellinora	59	F	F
Arintytär	59	F	F
Menna	59	F	F
Najma	59	F	F
Renee	59	F	F
Viktoriina	59	F	F
Ella-Mari	59	F	F
Gea	59	F	F
Kateriina	59	F	F
Kitta	59	F	F
Madelein	59	F	F
Katja-Maria	59	F	F
Mildrid	59	F	F
Debora	59	F	F
Pia-Liisa	59	F	F
Ulla-Riikka	59	F	F
Suleima	59	F	F
Erja-Liisa	59	F	F
Tanita	59	F	F
Hilla-Maria	59	F	F
Birgetta	59	F	F
Marilyn	58	F	F
Suvi-Marja	58	F	F
Anu-Maarit	58	F	F
Diane	58	F	F
Bertha	58	F	F
Eerica	58	F	F
Mariatta	58	F	F
Marine	58	F	F
Riikka-Leena	58	F	F
Nadezhda	58	F	F
Titti	58	F	F
Aisla	58	F	F
Immi	58	F	F
Lioubov	58	F	F
Tarja-Tuulikki	58	F	F
